"Account Number","National Insurance Number ","First Name","Middle Name","Surname ","Date of Birth","ISA Type being reported","Flexible ISA","Total current year subscriptions transferred in","Total current year subscriptions transferred out ","Date of first subscription event","Date of last subscription event","Total current year to date subscriptions ","LISA qualifying addition","LISA bonus claim","Market value of account","Closure Date","ISA Reason for closure","LISA Reason for closure"
"ISA000009364","LY068416C","Logan","Ann","Robinson","1997-09-19","Stock and Shares","Yes","8652.25","10543.24","2025-07-06","2025-12-25","9742.14","467.78","120.11","79282.10","2026-02-02","Cancelled","All funds withdrawn"
"ISA000009365","JY111899A","Daniel","William","Edwards","1958-10-31","Life Time ISA","Yes","5108.32","8318.78","2025-04-28","2025-11-07","11390.90","3707.68","600.80","344.59","2026-01-23","Void","Closed"
"ISA000009366","AE014610B","Elsie","William","Young","1966-03-25","Stock and Shares","Yes","18953.63","9060.36","2025-09-10","2026-04-03","8270.02","1066.34","954.93","75960.94","2026-04-05","Cancelled","Transferred in full"
"ISA000009367","AZ105159C","Daisy","Patrick","Baker","1944-02-10","Life Time ISA","Yes","8925.79","2559.89","2025-06-17","2025-12-11","3257.54","3687.42","631.38","14678.14","2026-02-25","Void","Closed"
"ISA000009368","KH486620A","Finley","Ann","Davies","1984-03-11","Life Time ISA","Yes","16880.41","17157.97","2025-12-24","2026-04-04","6359.02","2054.23","395.87","21650.01","2026-04-05","Void","All funds withdrawn"
"ISA000009369","BZ029326B","Harry","Thomas","Clarke","1998-07-12","Cash","Yes","8764.05","18151.29","2025-07-04","2026-02-07","493.22","1267.53","767.93","59950.14","2026-04-04","Closed","Void"
"ISA000009370","BK639974D","Elsie","Jane","Kelly","1960-04-01","Innovative Finance","Yes","10078.12","10837.41","2025-05-18","2025-12-08","8348.56","-2548.73","-102.50","43774.10","2026-01-20","Cancelled","Transferred in full"
"ISA000009371","AP205873B","Henry","Marie","Morris","1952-11-28","Cash","No","7881.69","13164.93","2025-11-08","2025-12-25","2213.07","2010.74","607.84","64519.28","2026-02-06","Closed","All funds withdrawn"
"ISA000009372","KP571297A","Jack","Samuel","Brown","1962-12-31","Cash","Yes","10239.63","17685.17","2025-05-01","2025-05-30","11336.99","982.06","55.67","36618.32","2025-07-16","Void","Transferred in full"
"ISA000009373","HA991250B","Oliver","Benjamin","Taylor","2007-06-24","Life Time ISA","No","19504.48","7318.85","2025-05-25","2026-03-23","13123.93","-3418.90","597.95","18904.32","2026-04-04","Cancelled","Cancelled"
"ISA000009374","WN485284B","Thomas","Elizabeth","Murphy","1991-05-05","Innovative Finance","Yes","17701.52","15953.25","2025-05-08","2025-06-28","7622.45","734.23","185.83","86422.02","2025-07-05","Closed","All funds withdrawn"
"ISA000009375","BN480334C","Finley","Olivia","Taylor","1957-05-05","Stock and Shares","No","9357.28","9634.26","2025-05-04","2026-01-07","10783.86","-2877.72","74.90","38760.77","2026-01-08","Void","Cancelled"
"ISA000009376","MP462498A","Emily","Rose","Brown","2004-01-17","Cash","Yes","9865.57","14091.97","2025-10-27","2025-11-02","16906.24","3351.56","936.63","86673.02","2026-02-27","Closed","All funds withdrawn"
"ISA000009377","RP019329D","Isla","Alice","Smith","1966-01-25","Life Time ISA","Yes","4174.42","14505.91","2025-04-22","2025-07-30","7907.57","-627.23","123.16","99831.03","2026-03-02","Void","Transferred in full"
"ISA000009378","PK871836C","Jacob","Victoria","Wilson","1974-04-30","Stock and Shares","Yes","2576.51","13587.85","2026-01-05","2026-03-23","8572.07","1698.58","560.70","33395.70","2026-04-05","Closed","Cancelled"
"ISA000009379","ES650804A","Emily","Samuel","Miller","1947-04-28","Cash","No","3586.21","3088.85","2025-07-28","2025-10-28","1434.58","-3734.49","241.05","71811.38","2026-04-03","Closed","Closed"
"ISA000009380","KS681702A","Evie","Grace","Kelly","1991-06-25","Innovative Finance","No","9427.85","15785.62","2025-09-21","2026-03-24","14199.86","835.64","377.88","25495.60","2026-03-31","Void","All funds withdrawn"
"ISA000009381","JR999393D","Elsie","Alexander","Harris","1981-10-27","Stock and Shares","Yes","8624.91","5565.22","2025-12-29","2026-01-30","10861.98","325.75","439.12","85172.38","2026-03-22","Cancelled","Transferred in full"
"ISA000009382","AB823056B","Amelia","Joseph","Thomas","1965-02-17","Cash","No","164.66","9488.28","2025-06-16","2026-03-22","17780.01","1098.97","907.40","42212.26","2026-04-05","Cancelled","Void"
"ISA000009383","SS876522C","Jacob","Louise","Harris","1977-11-15","Cash","Yes","850.13","15862.51","2026-01-24","2026-03-01","8470.68","2137.69","-303.60","20214.02","2026-03-18","Cancelled","Void"
"ISA000009384","AW499995A","Theo","Thomas","Adams","1961-05-28","Life Time ISA","No","420.83","13403.81","2025-10-05","2025-11-17","7103.09","1985.88","148.19","20998.39","2026-04-04","Closed","Void"
"ISA000009385","SK904901A","Olivia","William","Scott","1965-04-05","Stock and Shares","Yes","13981.29","18595.36","2026-01-13","2026-04-05","2254.28","-1851.60","254.75","65072.96","2026-04-05","Void","Cancelled"
"ISA000009386","EN112275C","Evie","Thomas","Bennett","2003-04-12","Cash","No","9699.80","16874.41","2025-09-13","2026-01-22","3391.95","2799.63","874.88","24147.53","2026-01-26","Cancelled","Cancelled"
"ISA000009387","MW161531A","Leo","Claire","Bailey","2000-03-10","Stock and Shares","Yes","17209.76","1385.70","2025-10-19","2026-03-01","3543.23","2642.87","226.75","54859.99","2026-03-24","Cancelled","All funds withdrawn"
"ISA000009388","ML686964C","Logan","Grace","Williams","1997-04-03","Cash","No","7113.02","5818.42","2026-02-19","2026-04-01","14654.46","2655.39","-535.61","29305.16","2026-04-04","Cancelled","Void"
"ISA000009389","MJ076485C","Maya","Louise","Jackson","1956-05-22","Stock and Shares","No","4461.68","11636.51","2025-04-08","2025-05-08","2168.31","3929.77","327.30","42249.60","2025-10-20","Closed","Void"
"ISA000009390","MY322050A","James","Joseph","Thompson","1953-09-08","Life Time ISA","Yes","15857.12","14208.37","2025-06-05","2025-11-04","12727.81","2757.61","397.94","72380.36","2026-02-02","Closed","Closed"
"ISA000009391","KC855419B","Logan","Ann","Green","1984-05-01","Life Time ISA","Yes","786.68","7185.74","2026-01-12","2026-03-10","1123.99","2274.74","159.14","5749.86","2026-03-29","Void","Void"
"ISA000009392","RM614470B","Henry","Alice","Robinson","2006-09-03","Life Time ISA","No","6438.02","5838.68","2025-05-03","2026-01-30","15481.34","-2707.34","291.50","85009.55","2026-02-15","Cancelled","Transferred in full"
"ISA000009393","HS860342D","Thomas","Michael","Williams","1988-08-21","Life Time ISA","No","5299.12","12617.55","2025-05-12","2025-07-12","16155.40","3620.48","999.77","23398.62","2025-12-15","Void","Closed"
"ISA000009394","WW511424B","Noah","David","Clarke","1992-12-25","Stock and Shares","No","7770.69","18106.01","2025-08-13","2026-03-19","5093.71","-1697.15","171.15","42104.39","2026-03-28","Closed","Closed"
"ISA000009395","EH436099D","James","Samuel","Phillips","2002-08-21","Innovative Finance","Yes","8862.09","14794.34","2025-11-25","2025-11-25","2219.99","-245.53","259.70","23166.12","2025-12-15","Void","All funds withdrawn"
"ISA000009396","KS815783C","Thomas","Jane","Murphy","1983-05-08","Stock and Shares","Yes","5953.74","3148.03","2025-07-29","2025-11-14","1886.26","127.15","185.41","49786.64","2026-03-12","Closed","Closed"
"ISA000009397","HA314598C","Elsie","Joseph","Scott","1992-02-04","Cash","Yes","3696.32","2862.34","2025-09-05","2026-04-05","7191.23","2443.39","414.57","92453.07","2026-04-05","Closed","Void"
"ISA000009398","SX066471A","Grace","Grace","King","2006-02-18","Cash","Yes","278.28","9484.15","2025-07-03","2026-03-17","12548.83","1578.23","788.65","59562.57","2026-03-28","Void","Cancelled"
"ISA000009399","PB216932A","Leo","David","Martin","1959-04-22","Life Time ISA","Yes","17105.91","13133.32","2025-05-20","2025-07-08","1492.28","652.46","-388.25","19039.85","2026-03-31","Void","Cancelled"
"ISA000009400","SM286174C","Daisy","Grace","Martin","1985-08-27","Stock and Shares","No","4370.23","9223.87","2026-01-20","2026-03-28","11262.53","-637.72","682.11","85577.30","2026-03-29","Cancelled","Transferred in full"
"ISA000009401","LT086062D","Oliver","William","Jackson","1971-09-03","Stock and Shares","Yes","12453.52","5719.08","2025-08-03","2025-08-07","7937.84","2478.55","625.23","88618.09","2025-12-05","Void","Cancelled"
"ISA000009402","CP915943D","Isla","Samuel","Williams","1989-04-18","Life Time ISA","No","12816.42","2439.92","2025-11-16","2026-01-06","10166.51","-3104.12","351.75","4092.63","2026-01-07","Closed","Cancelled"
"ISA000009403","MP363600B","Ethan","Marie","Cooper","1973-04-16","Cash","Yes","2047.71","10729.22","2025-10-28","2025-11-13","12846.04","-2973.41","818.76","13049.81","2026-01-09","Closed","Void"
"ISA000009404","EH945443D","George","Jane","King","1995-11-26","Stock and Shares","No","19092.42","14116.49","2026-01-02","2026-01-21","12909.34","2143.38","709.20","63321.33","2026-03-10","Closed","Cancelled"
"ISA000009405","KT256603B","Sophia","Alice","Parker","2007-11-19","Life Time ISA","Yes","11839.79","12165.29","2026-01-11","2026-01-27","5632.25","2583.81","412.52","94737.15","2026-02-23","Cancelled","Closed"
"ISA000009406","PW924200C","Amelia","Alexander","Wright","1987-01-27","Stock and Shares","No","629.89","13110.63","2025-07-29","2025-08-12","3762.93","3574.83","536.24","38453.19","2025-12-04","Closed","Void"
"ISA000009407","WR204868C","Oscar","Marie","Davies","1999-04-09","Innovative Finance","No","2683.74","8907.78","2025-09-09","2026-02-22","7724.63","2907.27","481.81","76139.19","2026-03-21","Void","Closed"
"ISA000009408","JE543578B","George","David","Bennett","1997-02-11","Cash","No","18289.24","11802.35","2025-12-09","2026-01-24","774.97","3973.76","-461.24","17372.00","2026-04-05","Cancelled","Cancelled"
"ISA000009409","CS835444B","James","Alexander","Bennett","1997-11-07","Cash","Yes","1308.12","5128.65","2025-06-11","2025-06-23","9677.29","-2527.47","888.93","95859.11","2025-11-05","Cancelled","Closed"
"ISA000009410","MR711595C","Arthur","Joseph","Scott","1980-04-20","Life Time ISA","No","13161.87","13165.91","2025-06-06","2025-11-12","10705.14","838.16","270.05","57755.01","2025-12-21","Void","All funds withdrawn"
"ISA000009411","KS144636C","Grace","Alexander","Mitchell","2006-08-30","Innovative Finance","Yes","9558.29","6184.13","2025-06-22","2026-02-24","4114.84","-1113.41","-898.68","45423.26","2026-03-13","Cancelled","Cancelled"
"ISA000009412","LM505442D","Jacob","Alice","King","1962-01-05","Stock and Shares","No","11453.75","19321.88","2025-05-26","2025-09-04","17894.17","2906.17","738.07","80405.52","2026-04-02","Closed","All funds withdrawn"
"ISA000009413","ME039983B","Emily","William","Bennett","1985-04-05","Life Time ISA","No","16300.37","7172.78","2025-10-30","2026-02-16","5205.25","3811.98","540.72","81218.52","2026-02-26","Cancelled","Closed"
"ISA000009414","MB303675B","Harry","Jane","Evans","1991-02-17","Life Time ISA","No","4114.71","5564.56","2025-08-16","2026-01-18","9850.53","3271.44","244.98","74037.79","2026-01-21","Void","Transferred in full"
"ISA000009415","CL726464D","Arthur","Joseph","Clarke","1992-03-08","Stock and Shares","Yes","3037.58","16586.43","2025-05-22","2025-07-21","2986.32","3875.96","494.21","74331.95","2025-11-09","Closed","Void"
"ISA000009416","BX519356D","Oliver","Grace","Young","1941-02-06","Stock and Shares","No","6471.43","2057.15","2025-11-20","2026-02-23","17210.25","1898.82","241.32","99363.06","2026-03-24","Closed","Void"
"ISA000009417","EY114277A","Lucas","Ann","Jones","1994-02-18","Cash","Yes","2717.33","16798.23","2025-10-11","2025-10-27","9702.70","1964.95","710.20","14009.19","2025-12-04","Void","Void"
"ISA000009418","WS851130D","Daisy","Michael","Wilson","1978-06-03","Cash","Yes","9918.32","15352.33","2025-11-28","2026-02-01","11211.25","144.05","566.76","41775.90","2026-03-12","Closed","Closed"
"ISA000009419","AN646602B","Oliver","Jane","Evans","1997-12-22","Life Time ISA","Yes","2640.42","9712.89","2025-08-19","2025-11-06","15260.04","-609.79","365.36","77863.78","2026-03-13","Void","Closed"
"ISA000009420","WM055099A","George","Ann","Johnson","1999-12-14","Innovative Finance","No","12128.70","6283.09","2025-05-14","2025-07-13","12105.07","552.75","235.12","9473.90","2026-01-24","Cancelled","All funds withdrawn"
"ISA000009421","AK260520A","Charlotte","Patrick","Harris","1976-08-11","Life Time ISA","Yes","4283.59","17299.52","2025-07-07","2025-08-14","13670.47","2422.82","482.05","72292.15","2025-08-23","Cancelled","Transferred in full"
"ISA000009422","AR990778C","Lily","Michael","Phillips","1986-03-09","Cash","Yes","8894.21","15179.30","2025-04-08","2025-10-20","14957.44","3120.35","7.83","35780.55","2026-03-18","Closed","Transferred in full"
"ISA000009423","CN710878C","Evie","Samuel","Hall","2000-07-17","Cash","No","14010.61","14737.45","2025-07-12","2025-11-17","18468.48","3608.70","165.71","48713.06","2025-12-07","Cancelled","All funds withdrawn"
"ISA000009424","RT968183C","Edward","Victoria","Taylor","2000-10-10","Stock and Shares","No","16623.12","11589.56","2025-11-09","2026-01-27","11616.50","210.48","891.64","56381.13","2026-02-26","Void","Transferred in full"
"ISA000009425","LA060009B","Daniel","Alexander","Wright","1960-11-24","Innovative Finance","Yes","14711.45","9132.31","2025-05-06","2025-12-14","404.03","3272.07","-23.96","94069.52","2026-01-20","Cancelled","All funds withdrawn"
"ISA000009426","MN078389D","Jacob","Jane","Bennett","1986-10-01","Stock and Shares","Yes","7086.19","16471.81","2025-07-18","2025-10-30","10136.84","3394.32","368.34","53680.28","2026-01-31","Closed","All funds withdrawn"
"ISA000009427","RM178060B","Oliver","Alice","Mitchell","2007-10-12","Cash","Yes","14841.36","8615.56","2025-06-14","2026-01-16","3440.93","1637.02","326.38","20607.92","2026-02-04","Void","Transferred in full"
"ISA000009428","AC726379D","Freya","Samuel","Thomas","1994-10-19","Cash","No","16891.91","3159.27","2025-12-07","2025-12-20","9686.32","851.89","475.21","8583.42","2026-01-25","Closed","All funds withdrawn"
"ISA000009429","HZ020790B","Elsie","Michael","Thomas","2003-06-19","Innovative Finance","No","8207.38","10492.56","2025-04-18","2025-09-17","13141.00","3593.86","-248.34","98760.43","2025-10-07","Closed","Transferred in full"
"ISA000009430","KW521018D","Edward","Alice","Carter","1964-01-18","Life Time ISA","No","3580.38","18576.70","2025-08-17","2025-12-31","19079.58","2850.85","615.10","73720.08","2026-01-07","Cancelled","Closed"
"ISA000009431","RT841432A","Mia","Patrick","Williams","1973-01-29","Cash","Yes","9534.24","8542.40","2025-11-29","2026-02-19","18893.38","3966.65","447.27","24772.00","2026-03-31","Closed","Void"
"ISA000009432","CE293272D","Amelia","Elizabeth","Young","2003-10-02","Life Time ISA","No","2105.33","2452.53","2025-07-09","2025-08-22","14786.06","3654.73","146.17","48058.42","2025-09-19","Cancelled","All funds withdrawn"
"ISA000009433","AM052065B","Maya","Joseph","Hill","1961-05-07","Stock and Shares","Yes","1685.49","11860.20","2026-01-21","2026-02-12","488.33","-1096.93","999.08","99507.56","2026-02-15","Closed","Cancelled"
"ISA000009434","KZ767983C","Finley","Victoria","Davies","2005-04-20","Cash","No","18073.25","2588.49","2025-09-03","2026-01-03","9250.15","-3316.73","-892.73","13226.73","2026-01-31","Void","Transferred in full"
"ISA000009435","AM971022C","Logan","Elizabeth","White","1942-04-05","Innovative Finance","Yes","15736.59","14478.91","2025-11-26","2025-12-23","1753.18","280.91","161.80","33779.94","2026-01-30","Closed","Cancelled"
"ISA000009436","BL030508A","Charlotte","William","Harris","2006-12-21","Cash","No","2480.91","5480.84","2025-11-29","2025-12-14","16590.36","136.89","-958.06","61538.39","2026-01-15","Cancelled","Cancelled"
"ISA000009437","PZ275346D","Logan","William","Davies","1950-12-07","Life Time ISA","Yes","18127.93","19364.18","2025-09-06","2026-02-15","15655.79","2168.81","821.77","90677.38","2026-02-21","Cancelled","All funds withdrawn"
"ISA000009438","KT572858B","Logan","Benjamin","King","1941-05-15","Cash","Yes","10153.14","1965.47","2025-08-10","2026-01-08","6596.88","1093.87","971.69","72896.59","2026-03-10","Void","All funds withdrawn"
"ISA000009439","EA922814D","Logan","Marie","Brown","1962-07-15","Life Time ISA","No","12725.28","19518.73","2025-09-23","2025-11-11","15314.30","-2462.03","313.00","78548.73","2026-01-26","Closed","Transferred in full"
"ISA000009440","BZ673506A","Charlotte","Alexander","Davies","1952-05-26","Innovative Finance","Yes","12931.29","8804.62","2025-10-23","2025-10-23","667.20","3713.64","105.96","97501.74","2026-03-20","Void","Void"
"ISA000009441","EX677349D","Thomas","Samuel","Roberts","1954-01-03","Cash","No","4684.67","19716.67","2025-08-10","2026-01-04","5927.01","3522.22","125.32","37995.30","2026-02-13","Closed","Closed"
"ISA000009442","CN756620A","Oliver","Alexander","Miller","1979-03-20","Innovative Finance","Yes","6048.90","18973.28","2025-12-02","2026-03-08","11562.24","1229.45","976.58","60565.96","2026-04-05","Cancelled","All funds withdrawn"
"ISA000009443","HJ826137A","Daisy","Victoria","Thompson","1985-07-04","Stock and Shares","Yes","7763.59","1464.33","2025-07-23","2026-02-27","17646.65","-2327.18","51.16","85051.77","2026-03-27","Closed","All funds withdrawn"
"ISA000009444","KS852433B","Maya","Jane","Scott","1953-02-08","Stock and Shares","Yes","8733.70","19393.50","2025-12-04","2026-04-05","828.85","-645.62","271.67","96441.52","2026-04-05","Void","Transferred in full"
"ISA000009445","ET937786A","Emily","Marie","Hall","2001-10-14","Cash","Yes","16092.61","16068.77","2025-09-06","2026-02-08","2405.84","2504.28","-668.55","87415.51","2026-03-15","Void","All funds withdrawn"
"ISA000009446","PW825110B","Jack","Marie","Hughes","1942-06-06","Stock and Shares","No","5705.27","5283.08","2025-05-20","2025-07-06","893.38","3734.67","401.33","54370.21","2025-12-12","Void","Closed"
"ISA000009447","MM791204C","Sophia","Elizabeth","Harris","1999-05-27","Cash","No","9971.34","1846.76","2025-04-26","2026-02-21","8731.13","588.37","-814.77","3173.31","2026-03-08","Closed","Transferred in full"
"ISA000009448","SM268545A","Henry","Louise","Miller","1942-06-29","Life Time ISA","Yes","15307.38","16553.85","2025-09-21","2025-12-13","2902.26","3979.29","803.10","94847.13","2026-02-24","Void","Closed"
"ISA000009449","LC798807A","Logan","Samuel","Hall","1967-11-23","Stock and Shares","No","4734.11","2203.06","2026-01-21","2026-02-08","19361.25","1314.96","963.76","36856.71","2026-03-21","Void","Cancelled"
"ISA000009450","PW466685A","Edward","Alice","Evans","2000-06-04","Innovative Finance","No","16861.88","18226.95","2025-04-12","2025-12-17","18939.87","834.27","756.23","40915.60","2026-01-23","Cancelled","Cancelled"
"ISA000009451","AM134470A","Arthur","Michael","Collins","1992-07-20","Life Time ISA","Yes","8905.72","1148.35","2025-11-15","2026-01-02","13648.00","943.89","77.64","68480.05","2026-03-27","Cancelled","Cancelled"
"ISA000009452","BZ437574D","Isla","Grace","Baker","1972-02-18","Cash","Yes","15634.56","14798.83","2025-06-27","2026-02-14","18381.42","3374.15","123.23","64124.91","2026-03-03","Cancelled","Transferred in full"
"ISA000009453","EN441388B","Jack","Patrick","Smith","1993-03-29","Stock and Shares","Yes","18604.17","17166.67","2026-01-27","2026-02-14","242.77","369.85","-405.97","36537.61","2026-03-15","Cancelled","Closed"
"ISA000009454","WR074165B","Poppy","William","Smith","1954-10-30","Cash","Yes","5078.05","6592.11","2025-08-07","2025-08-08","14589.34","-3558.82","-822.22","98654.59","2026-01-12","Void","Cancelled"
"ISA000009455","ME348063A","Jack","Marie","Green","1972-10-03","Stock and Shares","No","5014.69","19372.58","2026-02-12","2026-02-21","16100.69","3689.69","119.51","29521.50","2026-02-24","Closed","Cancelled"
"ISA000009456","ML428530D","William","Michael","Young","1961-02-22","Stock and Shares","No","13756.66","5067.65","2025-10-06","2025-12-02","4953.05","1417.16","874.28","62105.58","2026-01-05","Void","All funds withdrawn"
"ISA000009457","WK214072D","Olivia","William","Thompson","1965-04-30","Cash","No","10750.84","7777.79","2025-11-08","2025-12-29","9968.63","3397.85","-602.72","87125.34","2026-01-24","Void","Transferred in full"
"ISA000009458","LR975453B","Logan","Olivia","Wright","1984-01-09","Innovative Finance","Yes","19690.16","1037.37","2025-07-14","2025-10-16","19139.55","39.80","-816.40","91113.27","2026-04-03","Closed","Void"
"ISA000009459","SW247756B","Oliver","Benjamin","Williams","1997-10-31","Cash","Yes","3858.08","12222.24","2026-01-27","2026-03-22","9267.56","3180.47","198.28","32788.20","2026-04-05","Cancelled","All funds withdrawn"
"ISA000009460","PP960368D","William","Rose","Brown","2001-08-30","Life Time ISA","No","7739.08","16332.99","2025-12-15","2026-04-04","6635.27","2264.12","-941.32","72266.65","2026-04-05","Cancelled","Transferred in full"
"ISA000009461","AS663326D","Amelia","Rose","Jackson","1949-08-02","Cash","No","15791.46","12887.60","2025-08-31","2025-09-07","9255.97","-3545.02","639.96","68158.69","2026-02-16","Cancelled","All funds withdrawn"
"ISA000009462","EH726767C","Oscar","Marie","Jones","1963-09-05","Stock and Shares","No","13994.20","5560.34","2025-09-05","2025-12-28","16192.74","1280.69","423.33","85076.01","2026-04-01","Closed","All funds withdrawn"
"ISA000009463","SS059102A","George","Alice","Murphy","1947-05-13","Cash","No","4149.94","588.48","2026-02-01","2026-03-31","5808.83","905.61","996.03","73432.88","2026-04-02","Void","Cancelled"
"ISA000009464","ET222964C","Mia","Grace","Evans","1940-06-21","Stock and Shares","No","10446.60","12959.55","2025-12-23","2026-03-18","1809.93","1563.31","926.31","79485.04","2026-03-19","Closed","Transferred in full"
"ISA000009465","ES232684C","Daniel","Victoria","Miller","1993-11-02","Stock and Shares","Yes","14792.00","18365.38","2025-06-12","2025-09-04","11192.00","1303.95","875.87","45712.67","2025-12-21","Void","All funds withdrawn"
"ISA000009466","SE773551A","Daisy","Olivia","Parker","1985-06-19","Innovative Finance","No","18297.45","19320.83","2025-07-27","2026-03-10","16795.52","3368.16","167.04","80525.49","2026-03-15","Cancelled","Void"
"ISA000009467","ME564491A","Poppy","Elizabeth","Edwards","1945-12-23","Innovative Finance","No","13569.60","3255.64","2025-08-19","2025-11-12","8722.00","-679.27","646.44","99730.25","2026-01-07","Void","Cancelled"
"ISA000009468","BS624459D","Jack","Benjamin","Wilson","2003-03-30","Innovative Finance","No","13129.33","10653.81","2025-11-29","2025-12-15","19644.96","3287.15","990.79","19828.79","2026-01-27","Void","All funds withdrawn"
"ISA000009469","CT785654D","Lucas","Louise","Wilson","1992-06-06","Innovative Finance","Yes","2233.38","8739.64","2025-12-23","2026-03-04","4018.41","2452.02","860.01","55149.21","2026-03-05","Cancelled","Void"
"ISA000009470","BY985871A","Theo","Alexander","Jones","1999-10-29","Cash","No","511.16","18074.46","2025-05-12","2026-03-30","16213.10","-3527.42","-453.28","82232.83","2026-03-31","Closed","All funds withdrawn"
"ISA000009471","KR151978C","Arthur","Louise","Clarke","2006-05-30","Life Time ISA","Yes","9767.92","12743.39","2025-07-20","2025-11-17","7840.44","1986.27","-624.72","76345.54","2026-04-01","Void","Cancelled"
"ISA000009472","KP190798D","Harry","Elizabeth","Robinson","1995-04-05","Life Time ISA","Yes","12429.27","2500.25","2025-09-25","2025-11-25","13401.51","2826.16","578.79","73277.55","2026-02-09","Cancelled","Transferred in full"
"ISA000009473","EH864359A","Ruby","Rose","Collins","1951-07-15","Stock and Shares","Yes","13318.94","12981.79","2025-11-06","2026-02-04","4055.31","1231.90","98.48","61603.21","2026-02-06","Void","Transferred in full"
"ISA000009474","WW389167C","Noah","Benjamin","Carter","1941-05-23","Stock and Shares","No","1992.16","12424.74","2026-02-02","2026-03-05","19067.82","270.26","553.35","82956.97","2026-03-14","Closed","Transferred in full"
"ISA000009475","WH901867B","Maya","Claire","Baker","1972-03-14","Cash","No","2308.30","17972.73","2025-11-03","2025-12-31","1131.85","-2242.12","294.67","51383.50","2026-01-15","Closed","All funds withdrawn"
"ISA000009476","HH701542A","Grace","Grace","Williams","1961-11-05","Innovative Finance","Yes","17811.86","7576.78","2025-05-29","2025-07-01","12012.43","2564.16","754.45","22718.96","2025-10-02","Void","Transferred in full"
"ISA000009477","EK833652A","Thomas","Joseph","Cooper","1999-10-03","Cash","No","3001.91","7685.52","2026-01-27","2026-03-30","14176.98","-3858.34","524.10","76142.33","2026-04-04","Closed","Void"
"ISA000009478","RJ653354D","George","Patrick","Brown","1997-08-28","Life Time ISA","No","8143.06","10679.79","2025-04-08","2025-10-03","11975.24","3105.56","923.08","52315.84","2025-12-19","Cancelled","Cancelled"
"ISA000009479","RB335254D","Ruby","Jane","Bailey","1976-04-19","Stock and Shares","Yes","4901.83","5593.77","2025-07-28","2025-08-05","12523.87","86.40","614.32","31078.84","2025-12-25","Closed","Closed"
"ISA000009480","KX198847C","Noah","Victoria","Murphy","2001-06-29","Innovative Finance","No","2960.78","14646.42","2026-02-01","2026-03-19","11221.35","1224.58","-748.19","27607.50","2026-03-25","Void","Transferred in full"
"ISA000009481","CY888420B","Poppy","David","Taylor","1944-02-09","Cash","No","3709.15","9698.91","2026-01-02","2026-03-25","11617.04","1104.88","36.63","12228.91","2026-03-29","Closed","Cancelled"
"ISA000009482","WJ328104B","Lucas","Samuel","Miller","1984-11-23","Life Time ISA","No","9127.12","873.94","2025-10-03","2025-11-05","912.62","3949.32","-616.35","44171.48","2026-03-26","Cancelled","Transferred in full"
"ISA000009483","KA354859C","Logan","Jane","Clarke","1965-01-02","Cash","Yes","18981.59","2601.99","2025-09-25","2026-01-22","10647.17","2469.51","128.13","27470.57","2026-04-02","Closed","Closed"
"ISA000009484","HA520136B","Henry","Ann","Williams","1996-07-31","Life Time ISA","No","19747.84","4792.11","2025-07-28","2026-03-05","16722.77","1172.45","791.58","64654.85","2026-04-04","Cancelled","All funds withdrawn"
"ISA000009485","BX195811C","Henry","Elizabeth","Green","1979-02-24","Innovative Finance","Yes","9809.55","18006.73","2025-06-05","2025-09-21","13498.73","-2008.96","794.75","22051.40","2026-03-08","Closed","Closed"
"ISA000009486","EE245879D","Ruby","Michael","Martin","1992-03-23","Innovative Finance","No","15846.10","6569.69","2025-08-08","2026-02-20","16638.00","1716.33","619.12","39011.34","2026-03-18","Cancelled","Cancelled"
"ISA000009487","CA790462D","Poppy","Claire","Hughes","2006-12-19","Innovative Finance","No","7551.50","13852.70","2025-10-06","2026-01-09","3858.52","2838.62","681.24","41034.63","2026-03-22","Closed","Void"
"ISA000009488","KJ836596A","Isla","Joseph","Bailey","1986-06-01","Stock and Shares","Yes","12329.66","12831.30","2025-10-31","2026-03-22","7404.83","3335.07","692.76","67764.17","2026-03-23","Cancelled","Cancelled"
"ISA000009489","RE977739B","George","Patrick","Jackson","1985-05-28","Innovative Finance","No","247.30","7281.65","2025-11-21","2026-04-02","12354.73","1954.45","945.14","64134.82","2026-04-05","Void","All funds withdrawn"
"ISA000009490","PT403781A","Jacob","Thomas","Carter","1951-07-18","Cash","Yes","5004.04","10624.61","2025-12-29","2026-02-12","14054.14","1394.19","162.13","73626.77","2026-04-03","Closed","Void"
"ISA000009491","PA184451A","Daisy","Thomas","Bailey","1955-01-18","Life Time ISA","Yes","16021.03","2463.33","2025-12-01","2026-01-19","12912.82","-1924.99","-81.15","82452.89","2026-04-01","Void","Closed"
"ISA000009492","HB930305B","Arthur","Joseph","Taylor","1977-09-26","Cash","Yes","18309.92","10046.03","2025-08-03","2026-01-16","5173.14","-3458.73","882.82","3408.64","2026-03-19","Cancelled","All funds withdrawn"
"ISA000009493","RR004492D","James","Grace","Johnson","1977-12-05","Stock and Shares","Yes","12484.30","19523.12","2025-04-16","2025-11-02","6943.23","1097.21","416.09","71470.12","2026-02-09","Closed","All funds withdrawn"
"ISA000009494","PN348612B","Jacob","Alexander","Roberts","1953-08-21","Stock and Shares","No","13999.97","5936.67","2025-05-05","2025-10-11","2042.64","3644.37","886.79","68074.50","2026-01-02","Cancelled","Cancelled"
